25.83521505,13053590
26.2912202,13053590
25.9858871,12881163
25.507083333,12500206
25.57392473, 12627509
25.63763889, 14433492
25.42299013,13415769
25.060008065,14761016
25.060008065,14793501
24.46597938,14586702
24.961944444,14790637
25.83521505,13053590
26.2912202,13053590
25.9858871,12881163
25.507083333,12500206
25.57392473, 12627509
25.63763889, 14433492
25.42299013,13415769
25.060008065,14761016
25.060008065,14793501
24.46597938,14586702
24.961944444,14790637
25.6410498,14523434
25.83521505,13053590
26.2912202,13053590
25.9858871,12881163
25.507083333,12500206
25.57392473, 12627509
25.63763889, 14433492
25.42299013,13415769
25.060008065,14761016
25.060008065,14793501
24.46597938,14586702
24.961944444,14790637
25.83521505,13053590
26.2912202,13053590
25.9858871,12881163
25.507083333,12500206
25.57392473, 12627509
25.63763889, 14433492
25.42299013,13415769
25.060008065,14761016
25.060008065,14793501
24.46597938,14586702
24.961944444,14790637
